Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
21	45647	IKZF1	GM12878	B Lymphocyte	Blood	6.839736097436332e-06	7.901372214877003e-08	0.0001596022485544006	2.342194717619428e-07
22	4943	RELA	GM18505	Lymphoblastoid	Blood	9.661504210204683e-07	1.0186556448924165e-07	0.005931939254944463	2.7644510208757467e-07
23	45676	RELA	GM19099	Lymphoblastoid	Blood	1.444990878026755e-07	2.67267192996361e-07	0.009574552730873574	2.81369474830484e-07
24	67596	FOXA1	CFPAC-1	None	Pancreatic ductal	0.00029007888729771245	9.613938544652134e-08	0.01353524535870362	2.883205530990196e-07
25	57165	CDK8	MOLM-14	Myeloid Cell	None	1.2089443844667316e-07	3.961012072454618e-06	0.00492107322725242	3.5193328007387947e-07
26	56953	SPI1	RS4	B Lymphocyte	None	2.5777579567660842e-05	1.2234766238514424e-07	0.006011252270422799	3.653017279781068e-07
27	36314	RELA	GM19099	Lymphoblastoid	Blood	2.6421663578608976e-07	3.2999822884829677e-07	0.0031136621966969084	4.4017872202761765e-07
28	54676	YAP1	NCI-H2052	Epithelium	Lung	0.0010628420545451887	1.654155372630016e-07	0.17052155659886487	4.961689565319283e-07
29	57167	CDK8	MOLM-14	Myeloid Cell	None	1.7982793191425992e-07	2.3142591446132337e-06	0.002953824440030403	5.005578183059356e-07
30	62964	EED	GM12878	B Lymphocyte	Blood	3.523670266424773e-06	3.1149654627936785e-07	0.002258442804637686	8.584805559763709e-07
31	45641	RELA	GM12878	B Lymphocyte	Blood	1.3234377365804397e-06	5.668715273272667e-07	0.0016354025421327413	1.1903403893120945e-06
32	4961	RELA	GM10847	Lymphoblastoid	Blood	5.531455773348477e-07	2.1060000364863214e-06	0.0027569437460617996	1.3140380796250462e-06
33	67928	SPI1	None	Macrophage	Blood	2.4703337111807355e-06	5.576207269254641e-07	0.005216457033424814	1.3646729457028606e-06
34	58805	MYB	None	Th1	None	5.7986747120390026e-05	5.063501855661546e-07	0.01517137456631682	1.5058509884591231e-06
35	48097	AR	PC-3	Epithelium	Prostate	8.259658727763835e-05	5.736103234393228e-07	0.002232133184490403	1.7085266805771937e-06
36	34236	STAT3	MCF-10A	Epithelium	Breast	5.226468701342747e-06	7.429611693273041e-07	1.295244230553695e-05	1.8581550610408115e-06
37	34929	SPI1	None	Monocyte	None	7.414448359007361e-07	9.184152382720329e-06	0.016106207466252912	2.058088518441803e-06
38	46002	STAT3	MCF-10A	Epithelium	Breast	3.541548510397214e-05	8.513269948170747e-07	5.10091443509189e-05	2.454033209420281e-06
39	57808	BRD4	LX2	Hepatic Stellate Cell	None	8.869472772412363e-07	2.513143628918264e-05	0.005109818831383863	2.5697049201300892e-06
40	53549	SPI1	TSU-1621-MT	None	None	6.620260278554694e-06	1.1791060797709728e-06	0.04016232253077615	3.002473007773787e-06
41	53634	STAT5B	None	T Lymphocyte	Blood	1.096372172279722e-06	1.3117971867737468e-05	0.0005388691576102371	3.029733601944695e-06
42	41287	STAT1	None	Monocyte	Blood	4.942902196914436e-06	1.4503825082983409e-06	0.00021106755076664508	3.346267012815929e-06
43	4970	RELA	GM12878	B Lymphocyte	Blood	2.1207957624608505e-06	3.9104511033779404e-06	0.0109314704821027	4.124632431379283e-06
44	67598	FOXA1	CFPAC-1	None	Pancreatic ductal	0.0006851344956465634	1.3935788827551643e-06	0.017395107003628108	4.171916995532321e-06
45	58808	MAF	None	Th1	None	1.6684442248487026e-06	8.51789162847073e-05	0.00834571121308108	4.9082119412124925e-06
46	67926	SPI1	None	Macrophage	Blood	1.5172809569632779e-05	1.8896385808238643e-06	0.008907977331959525	5.040141974610446e-06
47	56542	TEAD1	HuCCT1	None	None	0.007350517050939249	1.7357167185484784e-06	0.035981199281167116	5.205671082364471e-06
48	4964	RELA	GM18951	Lymphoblastoid	Blood	5.6915610245774214e-06	2.5750252192669628e-06	0.00011472339241512612	5.237786322276339e-06
49	43095	CDK8	MM1.S	B Lymphocyte	Blood	1.8617186576023587e-06	0.00015667210733152887	0.006975069260978389	5.518112207836268e-06
50	53630	STAT5B	None	T Lymphocyte	Blood	2.2291164902191133e-06	5.051146481231978e-05	0.1114801503002586	6.404586509967114e-06
51	36303	RELA	GM19099	Lymphoblastoid	Blood	7.875649960394386e-06	3.820609861405785e-06	0.003934305427537831	7.712753864241861e-06
52	48096	AR	PC-3	Epithelium	Prostate	0.0002707216844558634	2.6443321228042947e-06	0.005752282618375707	7.85268411251927e-06
53	9232	CBX3	HCT-116	None	Colon	0.001921470577404493	2.6825230370662115e-06	0.6234074882069922	8.03637749202668e-06
54	45997	STAT3	MCF-10A	Epithelium	Breast	5.269704601952763e-05	3.4015149594571286e-06	4.981866631328378e-05	9.008039318136873e-06
55	45904	STAT1	K562	Erythroblast	Bone Marrow	7.022974592158946e-06	6.855875108854963e-06	3.128475766105894e-05	9.368718418167887e-06
56	559	VDR	GM10855	Lymphocyte	Blood	9.724802622457878e-05	3.405510325028623e-06	0.11577619545244777	9.870596983208024e-06
57	76279	CALU	Calu-3	None	Lung	0.0001712031022691674	3.3558022570069573e-06	0.017018130797736283	9.871958829676952e-06
58	46156	SPI1	GM12891	Lymphoblastoid	Blood	2.1301148656547417e-05	4.047216140206169e-06	0.002662789510610152	1.0190051904279684e-05
59	5443	FLI1	None	Endothelial Cell	Umbilical Vein	3.5556442138586878e-06	0.00023850443954422898	0.027601311224448286	1.0508914507378897e-05
60	62965	EED	GM12878	B Lymphocyte	Blood	4.5742439657274234e-05	3.8522116708700345e-06	0.014034972508734297	1.065628978724753e-05
61	45662	RELA	GM12891	Lymphoblastoid	Blood	8.036688252503166e-05	4.095158211600276e-06	0.07282241208650396	1.1689196534547808e-05
62	67764	SPI1	None	Hematopoietic stem and progenitor cell	Bone Marrow	0.0003720338505752557	3.999154064758832e-06	0.014521593022413203	1.1866636865420777e-05
63	64735	IKZF1	GM12878	B Lymphocyte	Blood	9.235900578078785e-05	4.25327104688059e-06	0.008564102434351645	1.2192286329315571e-05
64	76403	RELB	GM12878	Lymphoblastoid	None	0.01204977719038232	4.180095590462519e-06	0.09049708194109274	1.2535376962941047e-05
65	67929	SPI1	None	Macrophage	Blood	7.214696592218331e-06	1.2096643287430712e-05	0.05707282070273965	1.3556818269033766e-05
66	1743	GATA2	None	Endothelial Cell	Umbilical Vein	0.0005871105015016482	4.5842449519068404e-06	0.005565811768208668	1.363504129653359e-05
67	69767	BRD4	MV4;11	Leukemia Cell	Blood	4.620073089048258e-06	0.001787137039456408	0.12287955597942962	1.3823988439409796e-05
68	73708	KMT2A	None	Monocyte	Cord blood	4.946523049548158e-06	0.00027925089505456306	0.0110092009822545	1.4574850953352758e-05
69	50367	SPI1	None	Monocyte	None	3.7836506594481196e-05	5.7734992573278314e-06	0.01709070546092558	1.5023049851070613e-05
70	76402	RELB	GM12878	Lymphoblastoid	None	0.009283479365878436	5.053847893873116e-06	0.30343886975400447	1.5153125919487032e-05
71	38173	SND1	Mutu III	B Lymphocyte	None	8.484973816980813e-06	1.3460285067201164e-05	0.003884125257238146	1.5592071564429766e-05
72	4963	RELA	GM18951	Lymphoblastoid	Blood	1.025220561836334e-05	1.209262340395549e-05	0.028112613496641306	1.664165726178446e-05
73	45618	TBP	GM12878	B Lymphocyte	Blood	5.755137039073428e-06	0.0003791294187900413	0.012423785193973339	1.6999490326741196e-05
74	38174	EBNA3	Mutu III	B Lymphocyte	None	5.0047093426508755e-05	6.975342584770869e-06	0.0033335028035718587	1.8332557539690875e-05
75	73238	IKZF1	None	B cell precursor	None	0.00035170883799746184	6.933140715148134e-06	0.000681652554416669	2.0195892477981037e-05
76	67927	SPI1	None	Macrophage	Blood	2.745130666575543e-05	9.048626050036841e-06	0.037380341390122356	2.041249807094303e-05
77	48344	SNAI2	None	Keratinocyte	None	0.004856924623097162	7.003090240437536e-06	0.15720623432011266	2.097816782231643e-05
78	56558	SMC1A	HuCCT1	None	None	1.8198216550856878e-05	1.4579977996821666e-05	0.005662254305268175	2.4249431912537478e-05
79	4965	RELA	GM18951	Lymphoblastoid	Blood	4.884208795699939e-05	1.0323514708357162e-05	0.008800318357280833	2.5541917897498045e-05
80	45679	RELA	GM19193	Lymphoblastoid	Blood	0.005711802122121637	9.512607066100237e-06	0.6286861120139995	2.849074117133865e-05
81	41290	STAT1	None	Monocyte	Blood	9.424345449574949e-05	1.1491903271722744e-05	0.002148703875069272	3.0582912146803753e-05
82	39784	RUNX1T1	Kasumi-1	Myeloblast	Blood	1.3488051967203319e-05	4.40497485496399e-05	0.001205729484483284	3.0715465980324375e-05
83	8447	SMAD1	U937	None	Pleura	0.0016542844463626374	1.0523855892586096e-05	0.034688848577413556	3.1362576933147146e-05
84	45615	CUX1	GM12878	B Lymphocyte	Blood	0.01286053843428031	1.1052434902527464e-05	0.10161291792429772	3.312537210475863e-05
85	4974	RELA	GM12891	Lymphoblastoid	Blood	0.00023057302100578118	1.3989530425930188e-05	0.023009218799529534	3.954526470190123e-05
86	73454	T	None	Th1	None	1.5029438031462081e-05	0.00015221282414708314	0.0019697582641486195	4.075339120956922e-05
87	1742	GATA2	None	Endothelial Cell	Umbilical Vein	7.37426280455412e-05	1.7006476382155423e-05	0.035191406308615746	4.144212738982356e-05
88	45852	GATA2	None	Endothelial Cell	Umbilical Vein	0.0008551108084219724	1.4627742845970441e-05	0.06431131172219554	4.3135663025717363e-05
89	67599	KLF5	CFPAC-1	None	Pancreatic ductal	3.3499135709466355e-05	3.206076257383863e-05	0.008111572698941822	4.904722120813165e-05
90	36324	RELA	GM19099	Lymphoblastoid	Blood	3.278843867812358e-05	3.659199534516286e-05	0.20755609829158678	5.187524559818746e-05
91	45668	RELA	GM15510	Lymphoblastoid	Blood	1.89107636083133e-05	0.0002898620924131084	0.04344732976109617	5.323611062424405e-05
92	48628	IRF4	OCI-Ly10	B Lymphocyte	Bone Marrow	0.0015572347678724596	1.8467977731557688e-05	0.006365071760613048	5.459804137203372e-05
93	72970	AR	None	None	Prostate	0.01393461509268051	1.855816907121676e-05	0.9301234670581329	5.5615018245747105e-05
94	73453	T	None	Th1	None	2.2872852911058973e-05	0.00013111598607646417	0.006602651985184623	5.825444252527401e-05
95	45967	STAT2	K562	Erythroblast	Bone Marrow	2.330631820009471e-05	0.000150251690456213	0.0006788781054605507	5.878280165433347e-05
96	58809	MAF	None	Th2	None	2.1107725570924218e-05	0.010527389222012521	0.17729347430499565	6.318979623320953e-05
97	68398	AR	C4-2B	Epithelium	Prostate	4.4223152163180676e-05	4.347431303477613e-05	0.9690899148952539	6.581483459439097e-05
98	71220	AR	LNCaP	Epithelium	Prostate	4.4223152163180676e-05	4.347431303477613e-05	0.9690899148952539	6.581483459439097e-05
99	71221	AR	LNCaP	Epithelium	Prostate	4.4223152163180676e-05	4.347431303477613e-05	0.9690899148952539	6.581483459439097e-05
100	45925	IRF1	K562	Erythroblast	Bone Marrow	2.512241277428681e-05	0.00021282683474727572	0.0011868494058075061	6.615752953564868e-05
101	46131	RUNX3	GM12878	B Lymphocyte	Blood	4.081265455149382e-05	5.4991824891306035e-05	0.04234185463165978	7.024082646323038e-05
102	46119	SPI1	GM12878	B Lymphocyte	Blood	0.0005983462256077669	2.4623737702246198e-05	0.02744444574163542	7.08904160112156e-05
103	73707	KMT2A	None	Monocyte	Bone Marrow	7.805205902602432e-05	3.417273847520606e-05	0.006138386898305936	7.10261852610583e-05
104	54125	CEBPB	None	Mesenchymal Stem Cell	None	0.0021094119852792196	2.4544043008702283e-05	0.03880191338122735	7.273999145157584e-05
105	48092	AR	PC-3	Epithelium	Prostate	0.0008422472080239198	2.5682638577523402e-05	0.053575221913058906	7.473358265602803e-05
106	34564	CEBPB	None	Macrophage	None	0.0714286922096702	2.6582462091196264e-05	0.3160917728586528	7.971387836480659e-05
107	63213	MTA2	GM12878	B Lymphocyte	Blood	0.0012155022840496703	2.787056837007526e-05	0.5201003081318463	8.173797383820292e-05
108	565	VDR	GM10861	Lymphocyte	Blood	0.008014674279305509	2.822409752746057e-05	0.2796881755610289	8.43690425026411e-05
109	50365	SPI1	None	Monocyte	None	5.9574058717785004e-05	5.341820650103939e-05	0.01994507150494137	8.437368111391397e-05
110	4940	RELA	GM19193	Lymphoblastoid	Blood	0.00021504068929138878	3.405084577727768e-05	0.13474302832068175	8.817019917012336e-05
111	58189	TP63	None	Keratinocyte	None	0.002075393254389261	3.094799917987491e-05	0.10287633439364635	9.145372127328244e-05
112	50054	AR	None	Epithelium	Prostate	0.0001589061304579533	3.886851661438565e-05	0.7686220761896372	9.369947659937372e-05
113	45775	STAT1	HeLa-S3	Epithelium	Cervix	0.0005488871415076576	3.355356803290266e-05	0.005718342901034336	9.434017458725963e-05
114	4971	RELA	GM12878	B Lymphocyte	Blood	4.838649014657845e-05	9.672792673785705e-05	0.032666109076121934	9.666285218579151e-05
115	43363	EBNA3C	None	B Lymphocyte	None	0.0006644244940634521	3.470751962785172e-05	0.012154704470996864	9.868585522931905e-05
116	45674	RELA	GM18951	Lymphoblastoid	Blood	9.196446887977389e-05	5.253492059208978e-05	0.11036145582388662	0.00010027603234785687
117	53631	STAT5B	None	T Lymphocyte	Blood	0.00012226302294578072	4.617057570651764e-05	0.6074547103288866	0.00010054697078376584
118	48316	SPI1	GM12878	B Lymphocyte	Blood	0.006354784116746671	3.458704714783712e-05	0.039293797094883585	0.00010310972231614146
119	39389	AR	LNCaP	Epithelium	Prostate	3.422578185291779e-05	3.422578185291779e-05	0.9999665297922654	0.00010504876853817402
120	74649	TP73	GM12878	B Lymphocyte	Blood	0.0007573877302666026	3.8907960497973114e-05	0.00128584636454677	0.00010791482941197028
121	46128	IRF4	GM12878	B Lymphocyte	Blood	0.002905509476896986	3.657366761435892e-05	0.15041106478475474	0.00010833302225787822
122	58190	TP63	None	Keratinocyte	None	0.003777379335736913	3.7152441119864946e-05	0.5759546419797723	0.00011037491089921359
123	67495	GATA3	MDA-MB-231	Epithelium	Mammary Gland	0.21877421604363162	4.053905898079239e-05	0.8977118301510625	0.0001216448366467282
124	51051	PIAS1	VCaP	Epithelium	Prostate	0.02574741474230771	4.173063135843202e-05	0.8101601676644274	0.00012501385416108235
125	52087	TRIM28	None	Hematopoietic Stem Cell	None	0.000723805215491441	4.685318502008614e-05	0.1357595979094421	0.00013197390850588908
126	40215	IRF4	None	B Lymphocyte	Blood	0.000551118444542174	4.955241545439236e-05	0.02537810400646788	0.00013615035792674535
127	69456	TP53	None	None	Foreskin	0.004247428923649292	4.668346109096421e-05	0.8599943514352524	0.00013857062329264425
128	57171	CDK8	MOLM-14	Myeloid Cell	None	7.258621930239341e-05	0.00012737975623480717	0.0673347200799632	0.0001386200529581716
129	69926	GATA2	Kasumi-3	None	None	0.00013884780133588236	0.00013884780133588236	0.00014976710307901262	0.00014230624857719532
130	48070	RELA	None	Endothelial Cell	Umbilical Vein	0.020134235107767663	4.767379449201721e-05	0.36330983967473773	0.00014267421676150693
131	33875	MED1	None	Plasma Cell	None	5.7030486154451597e-05	0.0003038005382572939	0.056976726481783105	0.00014392991254280618
132	37055	FLI1	NB4	Promyelocytic cell	Blood	0.00018593415786649067	6.956636790215785e-05	0.003046105138083327	0.0001493928012981094
133	57169	CDK8	MOLM-14	Myeloid Cell	None	6.567896518466136e-05	0.0002669114590927438	0.054675457762352976	0.00015797584011684185
134	68711	BRD4	IMR90	None	None	5.373403828899326e-05	0.08528497242149563	0.07916668772416913	0.00016099609264996761
135	73721	CREBBP	None	B Lymphocyte	Tonsil	0.003401527410450813	5.502115586519599e-05	0.009703616902349999	0.0001615350096655921
136	63364	ZNF318	K562	Erythroblast	Bone Marrow	0.00024946540333691854	7.000401512204357e-05	0.03336375922635954	0.00016372569689815375
137	77331	SP140	None	Macrophage	None	0.04594034761143468	5.464176732157534e-05	0.677862367680532	0.00016374945378244687
138	53629	STAT5B	None	T Lymphocyte	Blood	0.0001751944221604905	8.425525426092374e-05	0.05756511688707842	0.00017051439062831797
139	56667	HOXB13	LHSAR	Epithelium	Prostate	0.00014780409818408754	9.417686540295539e-05	0.0048116824029797245	0.0001705335737544611
140	69517	MED1	A375	Melanoma Cell	None	0.06909645922195848	5.733149397356617e-05	0.17266171577467282	0.00017180282457146534
141	47578	TTF1	NCI-H441	Epithelium	Lung	0.00022453324150393516	7.99274972633275e-05	0.06182889427549195	0.00017666811516042769
142	73500	BRD4	SUM229	mammary carcinoma cell line	Breast	8.074298220654062e-05	0.00023112553832522922	0.005735036812559334	0.00017766219029952124
143	46008	MYC	MCF-10A	Epithelium	Breast	6.0576141189392294e-05	0.015566647529393764	0.0746816473180128	0.00018088107065594716
144	39017	MED1	MM1.S	B Lymphocyte	Blood	6.355580760318025e-05	0.001260224009520656	0.055036207965716594	0.00018131600327658814
145	56664	HOXB13	LNCaP	Epithelium	Prostate	0.10643443920584589	6.053715442851922e-05	0.7516959554597213	0.00018154696094252465
146	58300	FOXO1	None	B Lymphocyte	Tonsil	0.0030480138894248667	6.186800474921316e-05	0.28202990453223953	0.0001818834068209596
147	39783	RUNX1	Kasumi-1	Myeloblast	Blood	0.0012663473113227982	6.654303911151421e-05	0.09362321321573897	0.00018953861269449535
148	48339	SNAI2	None	Keratinocyte	None	0.0009002531543693441	6.835016538183549e-05	0.05316433751956406	0.00019035564116332004
149	45771	STAT3	HeLa-S3	Epithelium	Cervix	0.004020749891870266	6.73721420068395e-05	0.004719968034868512	0.00019603385859345845
150	46129	EBF1	GM12878	B Lymphocyte	Blood	7.167195311692788e-05	0.0024928477733674697	0.0017662733724144858	0.00020107564305094083
151	56557	SMC1A	HuCCT1	None	None	0.0024078183544207336	6.9256585601788e-05	0.047960958048846467	0.0002016798600771863
152	50060	AR	None	Epithelium	Prostate	0.000679553994311589	7.473124913486156e-05	0.9354881782241119	0.00020218974463043216
153	55211	MAPK1	HeLa	Epithelium	Cervix	0.0001353770131388761	0.0001371021140678252	0.251949674107132	0.00020430794968534505
154	37625	MYH11	U937	None	Pleura	0.00623038103049624	7.148379475050203e-05	0.5075398907562462	0.0002120201974870617
155	67615	ELF3	CFPAC-1	None	Pancreatic ductal	9.884642174583474e-05	0.0002746469971713121	0.007166590974692611	0.00021586996512168444
156	1362	STAT1	HeLa-S3	Epithelium	Cervix	0.0030545492764219822	7.623627499852442e-05	0.020615092216692766	0.00022233869595617017
157	48071	RELA	None	Endothelial Cell	Umbilical Vein	0.0007232614952240817	8.387539533858532e-05	0.06273786509038787	0.0002252116094857426
158	67806	BRD4	HCC1395	None	None	7.902684572297808e-05	0.014404091653177692	0.09556551065477648	0.00023559984473259243
159	48343	SNAI2	None	Keratinocyte	None	0.007867421788247328	8.203716729100771e-05	0.16839067953267495	0.00024346591137858198
160	32784	ATF3	None	Glioblastoma Multiforme Stem Like	None	0.00777723070069527	8.288416929733924e-05	0.4146930636978215	0.00024601355792991386
161	64734	IKZF1	GM12878	B Lymphocyte	Blood	0.00057740241117704	9.796535545192256e-05	0.15579138905034395	0.00025114095858314034
162	67502	GATA3	MDA-MB-231	Epithelium	Mammary Gland	0.008575711662126327	8.480036735833302e-05	0.12478107504096819	0.0002517500110680304
163	46151	BCL11A	GM12878	B Lymphocyte	Blood	0.008517765326945544	8.485708331714713e-05	0.746373880693532	0.000252125732893016
164	34568	RUNX1	SEM	Pre-B Lymphocyte	None	8.60093900797856e-05	0.011408003860148548	0.09943163142976358	0.0002558856283424449
165	48340	SNAI2	None	Keratinocyte	None	0.0012162206247237708	9.297574107331771e-05	0.10440590217417572	0.00025891211643924716
166	45587	RELA	GM10847	Lymphoblastoid	Blood	0.00012031079685598956	0.00032710852613291474	0.0731004142396699	0.0002635663080400863
167	4966	RELA	GM18526	Lymphoblastoid	Blood	0.0002594202941183536	0.00013488628262459882	0.10181155969854261	0.00026600727633041554
168	71218	FOXA1	LNCaP	Epithelium	Prostate	0.0008022332357266713	0.00010601719777596165	0.0041722744468116165	0.0002747601072913275
169	33124	MED1	MM1.S	B Lymphocyte	Blood	0.00011377783200825495	0.00048656438684738397	0.1618602513012498	0.0002764996892294369
170	75512	STAT3	None	Th17	None	0.15583808188817644	9.46200605260499e-05	0.17391579562186005	0.00028356331613998975
171	48802	KDM1A	None	Keratinocyte	Foreskin	0.005720194831991733	9.761409239579779e-05	0.23801432794743554	0.0002878356914125524
172	35315	GRHL2	None	Epithelium	Bronchia	0.008425230690845534	9.873940001685222e-05	0.5577430348576742	0.0002928040728460424
173	56943	SPI1	RS4	B Lymphocyte	None	0.005699253856868896	9.957303435808124e-05	0.19889351778917236	0.0002934650951645912
174	77155	ZNF248	293T	None	None	0.37805467012108673	9.826049944777713e-05	0.9180061917878576	0.0002950904884189143
175	46108	TAF1	GM12878	B Lymphocyte	Blood	0.00010248385611234107	0.006649816612872664	0.0407026452744792	0.0003020409015528913
176	67503	GATA3	MDA-MB-231	Epithelium	Mammary Gland	0.016652822760480683	0.00010328758773970085	0.37640745192674585	0.00030791374448696507
177	52302	TP63	None	Keratinocyte	None	0.0017504265998265886	0.00011255639287184694	0.12089664772244291	0.0003170043809271328
178	69457	TP53	None	None	Foreskin	0.019416741560376514	0.00010284586800022718	0.9968176666918709	0.0003171078234315283
179	4939	RELA	GM19193	Lymphoblastoid	Blood	0.003442669724509055	0.00010935491375209342	0.5545888426265076	0.0003179833553578204
180	40233	MED1	None	B Lymphocyte	Blood	0.00011518241389293714	0.0017355968230920447	0.037287166850373886	0.0003231106584278276
181	54140	ATF4	None	Mesenchymal Stem Cell	None	0.0782762546397242	0.00011203001283154766	0.8372250792071579	0.0003358296392043658
182	36311	RELA	GM15510	Lymphoblastoid	Blood	0.0004893259151374349	0.0001454287508385563	0.16687437140436628	0.0003361238498640895
183	44435	TAL1	None	None	Cord blood	0.0006671143730187292	0.00013837568450341488	0.13961089247540098	0.0003435483729402611
184	48315	SPI1	GM12878	B Lymphocyte	Blood	0.002291648580632083	0.00012184770095097152	0.0670582293704417	0.0003464995378379965
185	71069	MBD3	HeLa	Epithelium	Cervix	0.00011901341181535075	0.4318813335456862	0.009646643998887407	0.0003526618906567469
186	4972	RELA	GM12878	B Lymphocyte	Blood	0.00013898146922840983	0.0008589223732005425	0.055426018448024666	0.00035811005255792505
187	46259	SPI1	HL-60	Promyeloblast	Blood	0.0003590846274578935	0.00017913322149769732	0.10160918936811175	0.00035813185153116267
188	42462	STAG1	GM19238	Lymphoblastoid	Blood	0.02197401597274127	0.0001223009795095915	0.3499813452959549	0.000364804200194524
189	4551	SPI1	None	Haematopoietic Progenitor Cell	Cord blood	0.004232729060428916	0.00012617875264957638	0.5464618666495269	0.00036759992739943126
190	73525	BRD4	SUM159PT	mammary carcinoma cell line	Breast	0.00012393583937137298	0.060475559153044076	0.2051136829842784	0.00037086432567440264
191	564	VDR	GM10861	Lymphocyte	Blood	0.00027796247954823124	0.00022832536515218663	0.14040449082975892	0.0003757524892479269
192	46115	POU2F2	GM12878	B Lymphocyte	Blood	0.001229556934489858	0.00014194517038293385	0.10878026036722838	0.00038133462329653645
193	45672	RELA	GM18526	Lymphoblastoid	Blood	0.0002507859722867079	0.0002929705129579852	0.1127374253574876	0.0004048979153919441
194	666	MYC	GM12878	B Lymphocyte	Blood	0.00016186150617450665	0.0008928878147583011	0.035466727528196115	0.0004094913575526937
195	36318	RELA	GM15510	Lymphoblastoid	Blood	0.001266813872433914	0.0001564493478961243	0.3209618268401154	0.00041764076009204176
196	39775	RUNX1	Kasumi-1	Myeloblast	Blood	0.0003794276896261288	0.00023738517564183057	0.03919642741461514	0.00043645905503864046
197	44874	5HMC	None	Erythroid Cell	None	0.0016970030210484625	0.0002695474908166188	0.00039274168297411324	0.0004382508267529728
198	70760	HDAC2	MM1.S	B Lymphocyte	Blood	0.0009453424196149682	0.00017550525185103374	0.054267453023211364	0.0004428762031202238
199	74304	CDK9	MV4;11	Acute myeloid leukemia	None	0.0002110458648612186	0.0005068489086337281	0.016566361792544317	0.0004430272906772448
200	55512	YAP1	IMR90	Fibroblast	Lung	0.0006338550768792316	0.0002034566262771456	0.007022513322836147	0.0004521423890329057
201	42445	CTCF	GM19238	Lymphoblastoid	Blood	0.6058020321704121	0.0001573738120941508	0.5619707000858319	0.0004722477635931699
202	68775	TOP1	HCT-116	Colon cancer cell	Colon	0.5045767609915456	0.00016285196284119468	0.3968254175826674	0.0004884751755683814
203	76278	CALU	Calu-3	None	Lung	0.006773958876791567	0.00016747869996557987	0.5698114242675827	0.0004903711994668769
204	52301	TP63	None	Keratinocyte	None	0.0020870730767450483	0.00017973004773901062	0.17692266044485283	0.0004960239498756347
205	75137	MYB	PF382	None	Blood	0.0002785097367995865	0.0004199689800037973	0.01507433299607629	0.0004968567254421408
206	56535	TEAD1	None	None	None	0.07980548546211674	0.00017497797618147402	0.3408316354866159	0.0005236522566191559
207	41790	JARID2	None	iPSC	None	0.01787431044446312	0.00018037446872041994	0.7444073126419806	0.0005360128376526996
208	48314	SPI1	GM12878	B Lymphocyte	Blood	0.012517938065318378	0.00018304710336670128	0.10263997619673837	0.0005403140598640443
209	1740	FOS	None	Endothelial Cell	Umbilical Vein	0.04279160081733415	0.00018186802768307392	0.550171329030358	0.0005433575655325873
210	4931	SOX2	H1	Embryonic Stem Cell	Embryo	0.1838960854671648	0.0001829326118267396	0.9582913465755835	0.0005507134396968705
211	73524	BRD4	SUM159PT	mammary carcinoma cell line	Breast	0.00018628093903595128	0.11266450089752295	0.3253862677752265	0.0005577594576398059
212	50576	TAL1	None	None	None	0.0003051054105558828	0.0004874641555039013	0.024936866813118925	0.0005587621503197471
213	46123	MEF2A	GM12878	B Lymphocyte	Blood	0.07170890782388238	0.0001876457821855143	0.4766746851394203	0.0005614682356920309
214	76995	GLI2	THP-1	None	None	0.027900921400097093	0.00019173168548291522	0.3639478539327726	0.0005711231784318316
215	58302	BCL6	None	B Lymphocyte	Tonsil	0.00273818489543441	0.00020907059597640538	0.07867335554069321	0.0005813135884114584
216	33197	MAX	U87	None	Brain	0.00020364095102484397	0.028616041888540285	0.1262227146274167	0.0006056980389032018
217	64471	NR3C1	A549	Epithelium	Lung	0.0003615547902058832	0.0004754169246191508	0.23252070184227924	0.0006156675292259273
218	56665	FOXA1	LHSAR	Epithelium	Prostate	0.013795630909236077	0.00020925447502430014	0.21850828275584572	0.0006179004486019379
219	71206	PIAS1	LNCaP	Epithelium	Prostate	0.37268857113089604	0.00020643250185288446	0.906227151873646	0.0006204528306479884
220	56556	MED1	HuCCT1	None	None	0.12419203380242838	0.00021461359796310825	0.5045145348764644	0.0006427923117570122
221	56534	YAP1	None	None	None	0.00040490684050490636	0.0005524676569189238	0.002832161301070408	0.0006475501569673803
222	46154	TAF1	GM12891	Lymphoblastoid	Blood	0.0002244341253354779	0.00821638876923173	0.06380866079476682	0.000653196533062006
223	59002	LYL1	HL-60	Promyeloblast	Blood	0.004354662864535893	0.0002320541776307816	0.15049763852931392	0.0006600499177749075
224	39378	AR	LNCaP	Epithelium	Prostate	0.0004821382452940941	0.00024315407594783812	0.9994179610761605	0.0006713481088723716
225	48923	TRIM28	H1	Embryonic Stem Cell	Embryo	0.23414757821628362	0.0002257426587802149	0.6786788859082387	0.0006769984814645746
226	42444	CTCF	GM19238	Lymphoblastoid	Blood	0.6991096282381838	0.0002405418065376338	0.3941979678295879	0.0007218300099051667
227	43364	EBNA3C	None	B Lymphocyte	None	0.0011032150545044594	0.0003126394106672424	0.02508361223064425	0.0007237982762115514
228	39364	VDR	LX2	Hepatic Stellate Cell	None	0.004330406899485138	0.0002627335651931255	0.18261289062060992	0.0007422221990633915
229	38389	BRD4	None	T Lymphocyte	Blood	0.0002568289663910884	0.1267333774955942	0.0671956140097705	0.0007661312984054702
