Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
4235	74688	GRHL3	NHEK	Keratinocyte	Skin	0.9492136204069049	0.7496072240712423	0.995213602451762	0.9870519018370283
4236	9230	CBX3	HCT-116	None	Colon	0.9379958207795449	0.4515978495621954	0.995388947623464	0.9870925817934673
4237	49468	598-SKD	MCF-7	Epithelium	Breast	0.9672335028067401	0.7971968637899931	0.9949784542584501	0.98717444246853
4238	63993	ETS2	K562	Erythroblast	Bone Marrow	0.9590169659479616	0.9942910955710249	0.9711151518268822	0.9871829487924964
4239	77057	ZNF701	293T	None	None	0.9939667904328434	0.8411063206734652	0.9841423244351772	0.9872137077383134
4240	35621	NR2F2	None	Neural crest cell	Cranial	0.3534758207928388	0.25621503658425415	0.9958273850575929	0.987244412650395
4241	36105	ESR1	None	Epithelium	Mammary Gland	0.6855688717180384	0.1545678522292585	0.99581853418039	0.9872547254410893
4242	64538	JUNB	K562	Erythroblast	Bone Marrow	0.9126600482266796	0.8638408678398406	0.9954503956655812	0.9873928588098888
4243	4493	PPARG	SGBS	Adipocyte	Adipose	0.99559006153661	0.7162332576155319	0.8916538422264935	0.9874096477087564
4244	46099	NR3C1	ECC-1	Epithelium	Endometrium	0.6103117373132483	0.20070843882429296	0.995865884822831	0.9874388049742904
4245	2398	STAG1	MCF-7	Epithelium	Breast	0.9699943112342249	0.34733753339248674	0.9951972009245231	0.9874955098315059
4246	53633	STAT5B	None	T Lymphocyte	Blood	0.9936592038635733	0.962742298900398	0.9820016136130838	0.9875015687528692
4247	4514	RUNX1	None	Megakaryocyte	Cord blood	0.9794944460256946	0.8532881257799303	0.9946019998772091	0.9875200436790017
4248	63224	HNF4G	None	None	Liver	0.7669814682450443	0.20356143548440836	0.9958612458881232	0.98755187076219
4249	64561	SNRNP70	K562	Erythroblast	Bone Marrow	0.9773312346729253	0.6709940990233454	0.9948884480027284	0.9875854114176779
4250	1938	ETS1	Jurkat E6-1	T Lymphocyte	Blood	0.33078597821767913	0.9348458390186021	0.9956196267360276	0.9875871457528528
4251	72978	CTCF	COLO-829	None	None	0.9426282314451396	0.05552710042800824	0.9958755344790767	0.9876022456287337
4252	44098	FOXP3	None	T Lymphocyte	Blood	0.5630847911494041	0.4382754981107506	0.9958900407469883	0.9876763053683101
4253	45599	CTCF	GM12873	B Lymphocyte	Blood	0.9775635785135436	0.04190481579230635	0.9955101934948997	0.9876849564875565
4254	3050	CTCF	None	Proerythroblast	Bone Marrow	0.9624090748622908	0.052045774348508905	0.9957718568844033	0.9877076344514513
4255	73952	ZNF382	293T	None	None	0.4072733996858682	0.3509082543200829	0.9959476386880346	0.9877223352396476
4256	52784	CIITA	Raji	B Lymphocyte	Blood	0.9354621296638446	0.6930795326812138	0.9955913627953495	0.9877248273514021
4257	45723	TCF7L2	HEK293	Epithelium	Embryonic Kidney	0.9701664482715573	0.5567567198999335	0.9952518626666252	0.9877401688547092
4258	38718	GLI2	LoVo	None	Colon	0.7231213233603311	0.9519478796311294	0.9954871547185464	0.9877550714433063
4259	534	ETV1	GIST48	Mesenchymal Stem Cell	Stomach	0.6330621791887313	0.7058898746137607	0.9958539297490384	0.9877584745390425
4260	35487	RUNX1	CCRF-CEM	T Lymphocyte	Blood	0.7258693194232917	0.6951451542436046	0.9958487052784886	0.9878000973405476
4261	74906	POLR3D	THP-1	Macrophage	None	0.8905125876555582	0.9393094364268988	0.9954764039686776	0.9878155628750677
4262	53324	NELFE	HeLa	Epithelium	Cervix	0.6155150620689372	0.9136782317389069	0.9957203919029988	0.9878179769682466
4263	2294	ESR1	MCF-7	Epithelium	Breast	0.8293802609714906	0.49154013923031137	0.9958525132702085	0.987825737400287
4264	51582	SOX2	HUES64	Embryonic Stem Cell	Embryo	0.995096558271094	0.8601127993445147	0.9727380880968629	0.987869761946391
4265	73714	AFF1	SEM	B Lymphocyte	None	0.8532936778425428	0.3291362146213843	0.9958842431967687	0.9878803562228793
4266	64829	ZEB1	HEK293	Epithelium	Embryonic Kidney	0.8173715374979468	0.1700564773361552	0.9959782892513604	0.987918210883377
4267	41127	ESR1	None	Epithelium	Mammary Gland	0.9171424215926067	0.6951332554944248	0.9957542345119094	0.9879826192088923
4268	73000	CTCF	MCF-7	None	Breast	0.9826063458543879	0.6820406803151547	0.9947424878285689	0.9879885830505906
4269	56045	GABPA	HepG2	Epithelium	Liver	0.38395799863184665	0.4072395962625637	0.9960300817733121	0.9879932088609662
4270	33445	CDK9	P493-6	B cell lymphoma	None	0.7480126310329384	0.2355643748283076	0.9960036871229229	0.9879999170818634
4271	2158	ZNF263	K562	Erythroblast	Bone Marrow	0.9909553677354824	0.9904655657156078	0.9720709226234944	0.9880580665517307
4272	6556	ESR1	MCF-7	Epithelium	Breast	0.9110439769296067	0.06909888603544447	0.9960803940703552	0.9880921988053377
4273	54516	MYC	MCF-10A	Epithelium	Breast	0.9957407675181498	0.7802502038100905	0.9274776589598658	0.9881065896355453
4274	2096	NR2C2	K562	Erythroblast	Bone Marrow	0.966439257790877	0.9952052670600363	0.930907675827287	0.9881232914929798
4275	35607	REST	H295R	Epithelium	Adrenal Gland	0.7082798303325245	0.44954333356504017	0.9960168958984724	0.9881456645005804
4276	62947	ZNF766	K562	Erythroblast	Bone Marrow	0.7141401785424801	0.8135844002889281	0.9959616556002973	0.9882338474774678
4277	63089	PRPF4	HepG2	Epithelium	Liver	0.994137914779175	0.8365841781631372	0.9873321825206992	0.9882424453793193
4278	41573	ING5	RKO	Epithelium	Colon	0.3169299859888703	0.11247252282069559	0.9962351449711284	0.9882428433731036
4279	8794	RBBP5	K562	Erythroblast	Bone Marrow	0.5140346003833788	0.6190909245032916	0.9960594879756279	0.9882467826266427
4280	68839	FOXA1	T47D	Embryonic Stem Cell	Breast	0.5600794310369417	0.28481498941346783	0.9961187375813195	0.9882735233413853
4281	72500	ESR1	None	None	Breast	0.9520995612002189	0.9754553860293422	0.9948561566729648	0.9882760351323554
4282	45917	NR2C2	K562	Erythroblast	Bone Marrow	0.9877006058105563	0.9931277434941909	0.9665113061077226	0.9883095770364247
4283	64583	RNF2	K562	Erythroblast	Bone Marrow	0.9098470609712531	0.9281522729377245	0.9956911232125039	0.9883111780416337
4284	67427	RARA	SK-N-SH	Neuroblastoma cell	Brain	0.987621134850525	0.18400979508665377	0.9944770279893039	0.9883307473348393
4285	64290	ZBTB11	K562	Erythroblast	Bone Marrow	0.29422963415003023	0.9565345458655515	0.9957849123875528	0.9883647370453807
4286	68715	BRD4	IMR90	fibrobasts	None	0.8843762504057512	0.6823723542753402	0.9959604675429554	0.9883696854288162
4287	36821	KLF4	MCF-7	Epithelium	Breast	0.8400941158629909	0.7667342668774352	0.9959890426933137	0.9884003037086857
4288	64657	ZMYM3	HepG2	Epithelium	Liver	0.9900127679962326	0.6198832924091535	0.9936563055292679	0.988420018613775
4289	48482	CTCF	BEAS-2B	Epithelium	Lung	0.681723182523547	0.0221292440456806	0.9966981389405807	0.9884554997259739
4290	62975	ATF3	None	None	Liver	0.7902089590232662	0.5200517241161777	0.9960905990133495	0.9884681206431826
4291	51441	CTCF	HUES64	Embryonic Stem Cell	Embryo	0.8560915103948097	0.21045325275326016	0.9961183515652227	0.9884683762537623
4292	71871	MED1	A549	Epithelium	Lung	0.8637336605813657	0.5933154866968894	0.9960383548812212	0.9884772314717065
4293	2913	AR	VCaP	Epithelium	Prostate	0.3424308404183929	0.271833965238957	0.9962301168744336	0.9885025588075101
4294	52637	ESR1	MCF-7	Epithelium	Breast	0.9920758220384525	0.45631651613486846	0.9926526815957507	0.9885465178243193
4295	69620	PSMA7	None	Hematopoietic stem and progenitor cell	None	0.6046794830481454	0.006145379622929224	0.9976387555618702	0.9885487080654785
4296	55783	CTCF	MCF-7	Epithelium	Breast	0.9959694212349975	0.2555862832432557	0.944617873120519	0.9885950302154748
4297	72959	GATA4	None	Cardiomyocyte	None	0.9569213185539189	0.9186382975416482	0.9956177405284338	0.9886097946796883
4298	44095	RUNX1	None	T Lymphocyte	Blood	0.9177182260435022	0.8220751921619825	0.9959584153678018	0.9886548542078399
4299	73697	PAF1	SEM	B Lymphocyte	None	0.6348615600324966	0.8216150500736326	0.996142921024521	0.9887126998781272
4300	44224	SOX2	KYSE-70	Epithelium	None	0.8944977304742963	0.13165219383141896	0.9962090485195838	0.9887157002936438
4301	65098	ZFP42	HEK293	Epithelium	Embryonic Kidney	0.9945225068606166	0.624127037969108	0.9878036724853958	0.9887176301519918
4302	51758	AR	LNCaP	Epithelium	Prostate	0.1382811705492875	0.00993354359749827	0.9973227455912425	0.9887307942830665
4303	35778	AR	C4-2B	Epithelium	Prostate	0.9072713093461879	0.8385213189869669	0.9960019747340971	0.9887366681654239
4304	69279	AR	VCaP	Epithelium	Prostate	0.7682615172005831	0.07617761773258029	0.9963790884795616	0.9887607355915302
4305	52424	MYC	HEK293	Epithelium	Embryonic Kidney	0.9931676151382476	0.9095567587303499	0.9909041986975924	0.9887690321248159
4306	45405	NCOR1	K562	Erythroblast	Bone Marrow	0.9860860827612282	0.8428547617885747	0.9947219155209797	0.9887732441933275
4307	73929	ZNF766	293T	None	None	0.8962137415125466	0.4471021337868473	0.996129584232061	0.9887738250566278
4308	43109	BRD4	CUTLL1	T Lymphocyte	Blood	0.6195044752419465	0.5988999833126332	0.9962434511994156	0.9888287569308685
4309	52555	SMARCA4	501-Mel	Melanoma Cell	None	0.7115530812523674	0.6835062375293501	0.9962277487013249	0.9888763308915292
4310	45816	SMC3	HepG2	Epithelium	Liver	0.9397353149710501	0.27952970667521926	0.9960998672243094	0.988900654179744
4311	68324	ESR1	LY2	None	Breast	0.5703276525102621	0.21960170832929493	0.9963428760737767	0.9889067523596624
4312	39652	SRC	LS180	Epithelium	Colon	0.8586357631808414	0.21764899731812098	0.9962630697820944	0.9889071299761858
4313	45789	CEBPB	HepG2	Epithelium	Liver	0.745906063316246	0.8897462219330261	0.9961339191344804	0.9889103596316728
4314	63581	ADNP	K562	Erythroblast	Bone Marrow	0.9777354004372636	0.8034447426766292	0.9954983722480483	0.9889503222170084
4315	62634	HDAC2	K562	Erythroblast	Bone Marrow	0.9231648876815808	0.9506859600164878	0.9958097109316947	0.9889551202870379
4316	2972	ATF7IP	WM262	Melanocyte	Skin	0.8474694935733691	0.687482889804744	0.9962077864097542	0.9889681525966536
4317	64294	MYNN	HEK293	Epithelium	Embryonic Kidney	0.9000878060138044	0.9355404942240805	0.9959504836197822	0.9889712971845792
4318	37604	CBFB	ME-1	Leukemia Cell	None	0.8965497820871939	0.9730909021766683	0.9955926226624549	0.9890264014034558
4319	63023	PRPF4	K562	Erythroblast	Bone Marrow	0.9537478774565188	0.7421418465514482	0.9959843551770847	0.9890342649023744
4320	56122	AR	None	None	Prostate	0.6307129308507322	0.8793030191021987	0.9962396401652734	0.9891019782800412
4321	59168	MLLT1	SEM	Pre-B Lymphocyte	None	0.9903744839806855	0.7223837428654756	0.9940767086654744	0.9891071801443265
4322	54019	PR	MCF-7	Epithelium	Breast	0.7198186610776561	0.10272397657761417	0.996472980376655	0.9891627225919315
4323	46374	ESR1	T47D	Epithelium	Mammary Gland	0.6401163832918704	0.22455698949958336	0.9964251545778381	0.9891937953240726
4324	72908	MED1	MHH-MED-1	Cardiomyocyte	None	0.8854990729856553	0.33534262359981293	0.9963240733584102	0.9892357574249075
4325	72924	MED1	MHH-MED-1	Cardiomyocyte	None	0.8854990729856553	0.33534262359981293	0.9963240733584102	0.9892357574249075
4326	75276	ZBTB48	U2OS	None	None	0.7596806993744163	0.3305332931928499	0.9964042983827126	0.9892739072899175
4327	74667	MED1	K562	Erythroblast	Bone Marrow	0.9072402874402541	0.8006778373178133	0.9962351093804391	0.9893056600754417
4328	72779	CTCF	HCT-116	Colon cancer cell	Colon	0.9587369612974209	0.02593439150442625	0.9966154903420656	0.9893308042531388
4329	48277	CEBPA	GM12878	B Lymphocyte	Blood	0.3231238347023788	0.705208824469324	0.9964452266510774	0.9893547763070758
4330	63398	ZFP37	HEK293	Epithelium	Embryonic Kidney	0.9859966555679482	0.9920537570040544	0.988197165973579	0.9893608163751861
4331	63610	ZKSCAN8	K562	Erythroblast	Bone Marrow	0.9792429268501905	0.8856501264590554	0.9955785818053903	0.9893893807280265
4332	64295	MYNN	HEK293	Epithelium	Embryonic Kidney	0.9250591441185886	0.8699161017739236	0.9961917733543313	0.9894005084940374
4333	48551	SOX2	None	iPSC	None	0.49948137174790275	0.1491683508504375	0.9965477736339393	0.9894198682351829
4334	48341	SNAI2	None	Keratinocyte	None	0.8649915502458958	0.25614317481755555	0.9964258298581464	0.9894296429600518
4335	36712	CDX2	COLO-320	Epithelium	Colon	0.36061489406352276	0.10851502440747596	0.9966019493459795	0.9894385908937542
4336	45222	HDAC2	H1	Embryonic Stem Cell	Embryo	0.8484220417854182	0.8305227018886556	0.996342275034903	0.989470317580472
4337	8810	HDAC2	H1	Embryonic Stem Cell	Embryo	0.8484220417854182	0.8305227018886556	0.996342275034903	0.989470317580472
4338	71167	AR	LNCaP	Epithelium	Prostate	0.5451092243138757	0.05289385048471913	0.9967021771430381	0.9894751669422646
4339	46031	CTCF	SAEC	Epithelium	Lung	0.9900395133584249	0.1061804513581594	0.9948417361760497	0.9894828527823365
4340	62908	NR2F2	None	None	Liver	0.6433710347243975	0.22372174798629602	0.996524886019207	0.9894981277548792
4341	75575	CTCF	None	None	None	0.9595005136505923	0.05842277159155469	0.9964047470648713	0.9895057418833202
4342	49622	RARG	MCF-7	Epithelium	Breast	0.9709871104494507	0.4761850789985033	0.9960300122332313	0.989514772714849
4343	63643	FOXK2	MCF-7	Epithelium	Breast	0.8949627715635882	0.42835297714167553	0.9964125773186847	0.989557805852979
4344	45740	BDP1	HeLa-S3	Epithelium	Cervix	0.9945161920134837	0.9479001029914251	0.9885316535597247	0.9896057305329841
4345	8458	GATA1	K562	Erythroblast	Bone Marrow	0.7175027648807997	0.9748117321811733	0.9959678118534353	0.9896647547174127
4346	65180	ZNF35	HEK293	Epithelium	Embryonic Kidney	0.8150454815351981	0.3948934516165251	0.9965093384307994	0.989665026136323
4347	63399	ZFP37	HEK293	Epithelium	Embryonic Kidney	0.9554671981876929	0.8788509671795975	0.9961660605088898	0.9896934815386444
4348	46305	TRIM28	K562	Erythroblast	Bone Marrow	0.8719270604679448	0.8254715577888965	0.9964222971457845	0.9897304005492664
4349	62739	MLLT1	K562	Erythroblast	Bone Marrow	0.9779095038055245	0.9050435931851389	0.9957765035287128	0.9897355392413271
4350	68783	BRD4	HCT-116	Colon cancer cell	Colon	0.8775167470973082	0.2692890176573382	0.9965251991476712	0.9897558885726706
4351	47896	CTCF	T47D-MTVL	Epithelium	Mammary Gland	0.9664745428571766	0.1031156559588009	0.996333843293429	0.9897686215912356
4352	46042	CTCF	SK-N-SH_RA	Neuron	Brain	0.995278219650934	0.22801609385639338	0.9882569342292371	0.9897743328728017
4353	54645	ESR1	MCF-7	Epithelium	Breast	0.7890831657102594	0.1554649706655412	0.9966153561619914	0.9897839421180294
4354	47416	ERG	Jurkat	T Lymphocyte	Blood	0.33938062303671956	0.5296348797752541	0.9966153040824532	0.9897992257474153
4355	46266	ELF1	K562	Erythroblast	Bone Marrow	0.29389142202707563	0.931758620522764	0.9964563099464167	0.9898074771053875
4356	62976	ATF3	None	None	Liver	0.9633302662545695	0.2946947397543016	0.9962985065686405	0.9898317363429252
4357	73508	BRD4	SUM159PT	mammary carcinoma cell line	Breast	0.9050349597313734	0.8219547960564955	0.9964359683535384	0.9898615622618782
4358	64321	ZNF362	HEK293	Epithelium	Embryonic Kidney	0.9538088094611712	0.6010038996272484	0.9963537427460598	0.9898945760575816
4359	44099	FOXP3	None	T Lymphocyte	Blood	0.8961352679734058	0.3924404783323068	0.9965473135159253	0.9899294195883998
4360	42615	ESR1	MDA-MB-134	Epithelium	Mammary Gland	0.9768148901601543	0.8498726578299574	0.9959845118670582	0.9899442315521036
4361	50152	ARRB1	C4-2	Epithelium	None	0.9042897462594479	0.45664376285903635	0.9965420422248314	0.9899657676470451
4362	71024	ARNTL	U2OS	Osteosarcoma cell	None	0.9613388301550249	0.9929929056876988	0.9923946438997551	0.9899995950627093
4363	45888	JUN	K562	Erythroblast	Bone Marrow	0.8700296827756187	0.3288842979579628	0.9966065724377526	0.9900054505771945
4364	68971	PR	T47D	None	Breast	0.27159025491047206	0.1982433772429163	0.9967504674957025	0.9900235391989113
4365	44562	EMX1	293FT	None	Embryonic Kidney	0.9257359765332176	0.9743570961019241	0.9959793834522193	0.990031111116948
4366	46157	POU2F2	GM12891	Lymphoblastoid	Blood	0.19152079393584637	0.18659715204419308	0.9967768150448143	0.9900343362270493
4367	63010	ZNF697	HEK293	Epithelium	Embryonic Kidney	0.9799037992070014	0.9952283984856066	0.9761127913533558	0.9900376969121539
4368	77108	ZNF485	293T	None	None	0.9519936041543685	0.9341854034432764	0.9962348800860987	0.9900441743308305
4369	45422	CREBBP	K562	Erythroblast	Bone Marrow	0.8285474559240309	0.6621270279466391	0.9966068101147849	0.9900598619366734
4370	8782	CREBBP	K562	Erythroblast	Bone Marrow	0.8285474559240309	0.6621270279466391	0.9966068101147849	0.9900598619366734
4371	52549	SOX10	501-Mel	Melanoma Cell	None	0.7713111937868948	0.2579043771478931	0.99668130644884	0.9900666977914981
